Receipt No.,Account,Transaction_Type,Money_In,Money_Out,Balance,DayOfWeekName,Completion Time
XJAKAEFI1G,"Frazier, Howell and Snyder",Till No,0.0,210.0,2474.75,Sunday,2023-07-30 12:18:42
SC7S3RR8CC,Joseph Crawford,Send Money,0.0,50.0,2684.75,Saturday,2023-07-29 21:46:13
UFQ87XAMDJ,"Gomez, Rice and Simpson",Till No,0.0,1596.0,2734.75,Saturday,2023-07-29 21:40:10
NWYZKHPIYE,Marie Kim,Send Money,0.0,60.0,4330.75,Saturday,2023-07-29 21:01:14
JKYKZR1FCX,Mpesa Charges,Mpesa Charges,0.0,13.0,4390.75,Saturday,2023-07-29 18:22:16
L343ON8FGK,David Wagner,Send Money,0.0,800.0,4403.75,Saturday,2023-07-29 18:22:16
YHWBCDUPVK,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,5203.75,Saturday,2023-07-29 18:13:09
548I0O3VXK,Mpesa Charges,Mpesa Charges,0.0,13.0,203.75,Saturday,2023-07-29 03:45:07
7ZIBB4BEDA,Hector Kramer,Send Money,0.0,600.0,216.75,Saturday,2023-07-29 03:45:07
W9R1S4AN94,Theresa Kelly,Send Money,0.0,600.0,216.75,Saturday,2023-07-29 03:45:07
R2ENLO3H4X,Mpesa Charges,Mpesa Charges,0.0,6.0,816.75,Thursday,2023-07-27 20:48:33
ZJCCEPCU3R,Sonya Greene,Send Money,0.0,140.0,822.75,Thursday,2023-07-27 20:48:33
F9INLBFGOR,Payne and Sons,Till No,0.0,65.0,962.75,Thursday,2023-07-27 08:16:09
0MRNENEWW7,Michael Sanchez,Send Money,0.0,50.0,1027.75,Wednesday,2023-07-26 19:14:22
XZY632SU9O,Jennifer Hernandez,Send Money,0.0,90.0,1077.75,Wednesday,2023-07-26 19:12:40
HQU9NV7L3N,Edwards and Sons,Pay Bill,0.0,100.0,1167.75,Wednesday,2023-07-26 16:54:15
TNX1H2DVE2,Mpesa Charges,Mpesa Charges,0.0,32.0,1267.75,Tuesday,2023-07-25 18:34:36
NXNM6T4PP4,David Montoya,Send Money,0.0,2174.0,1299.75,Tuesday,2023-07-25 18:34:36
2NTNSJ3J2P,Nichols LLC,Till No,0.0,1800.0,3473.75,Tuesday,2023-07-25 16:03:45
V3KIP16FQJ,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,5273.75,Tuesday,2023-07-25 16:02:29
2KKL59P38A,Mpesa Charges,Mpesa Charges,0.0,19.0,273.75,Tuesday,2023-07-25 16:00:02
H1DBBR1MFQ,Cortez Ltd,Pay Bill,0.0,1600.0,292.75,Tuesday,2023-07-25 16:00:02
TND8R72FQD,"Hill, Matthews and Martin",Till No,0.0,300.0,1892.75,Tuesday,2023-07-25 13:20:18
34GG7OQ6JG,Tanner Mitchell,Send Money,0.0,80.0,2192.75,Monday,2023-07-24 18:32:55
7B0GEQAXED,Mpesa Charges,Mpesa Charges,0.0,4.0,2272.75,Monday,2023-07-24 13:23:10
OBX851DYJW,Newman Inc,Pay Bill,0.0,500.0,2276.75,Monday,2023-07-24 13:23:10
83LE2FH93Y,Mpesa Charges,Mpesa Charges,0.0,6.0,2776.75,Sunday,2023-07-23 19:36:02
Z593PVDZ35,Michael Sanchez,Send Money,0.0,190.0,2782.75,Sunday,2023-07-23 19:36:02
9SNS2DXIBR,Moran LLC,Till No,0.0,100.0,2972.75,Sunday,2023-07-23 11:05:05
VHMI67N1GO,Mpesa Charges,Mpesa Charges,0.0,12.0,3072.75,Saturday,2023-07-22 19:38:13
ROMT0QU1JI,John Gutierrez,Send Money,0.0,510.0,3084.75,Saturday,2023-07-22 19:38:13
F4DX44PQXE,"Robertson, Schneider and Jimenez",Till No,0.0,2355.0,3594.75,Saturday,2023-07-22 18:56:14
T275DMSMCN,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,5949.75,Saturday,2023-07-22 18:52:46
LE8GCLHKYO,Other,Other,0.0,1000.0,949.75,Friday,2023-07-21 20:01:12
288D0B0Q2G,Shwari Withdraw,Mshwari Withdraw,1000.0,0.0,1949.75,Friday,2023-07-21 20:00:30
F1XAROZXCE,Stout LLC,Till No,0.0,100.0,949.75,Wednesday,2023-07-19 11:21:33
7S0CPFOPHZ,Shwari Withdraw,Mshwari Withdraw,1000.0,0.0,1049.75,Wednesday,2023-07-19 11:21:05
SJWA8MK784,Other,Other,0.0,1000.0,49.75,Tuesday,2023-07-18 08:13:32
T0M1925H8A,Airtime Purchase,Airtime Purchase,0.0,50.0,1049.75,Monday,2023-07-17 15:18:23
XGPRZ548QG,Hernandez Ltd,Till No,0.0,200.0,1099.75,Monday,2023-07-17 10:42:57
F2XBDADUND,Amy Williams,Send Money,0.0,100.0,1299.75,Sunday,2023-07-16 12:57:44
YO857B8063,Jones Ltd,Till No,0.0,10.0,1399.75,Friday,2023-07-14 11:27:09
BRMCQFC071,Mpesa Charges,Mpesa Charges,0.0,1.7,1409.75,Friday,2023-07-14 10:21:52
Z54863AYKW,Paul PLC,Till No,0.0,340.0,1411.45,Friday,2023-07-14 10:21:52
GSUVE2E6L0,Shwari Deposit,Mshwari Deposit,0.0,80000.0,1751.45,Friday,2023-07-14 07:37:08
NCTGNFUN3M,Mpesa Charges,Mpesa Charges,0.0,105.0,81751.45,Friday,2023-07-14 07:36:13
FI9MK3940Y,Reed PLC,Pay Bill,0.0,150000.0,81856.45,Friday,2023-07-14 07:36:13
E56F75UIOF,Mpesa Charges,Mpesa Charges,0.0,6.0,231856.45,Thursday,2023-07-13 18:16:50
Q50MJHPHTC,Michael Sanchez,Send Money,0.0,160.0,231862.45,Thursday,2023-07-13 18:16:50
5YWN7VOX7X,Patrick Ltd,Till No,0.0,400.0,232022.45,Thursday,2023-07-13 18:08:28
VWKN73AEZC,Young and Sons,Bank Transfer,30000.0,0.0,232422.45,Thursday,2023-07-13 15:40:05
VXCOUFX7DZ,Young and Sons,Bank Transfer,100000.0,0.0,202422.45,Thursday,2023-07-13 15:39:04
YCMU708O9P,"Mitchell, Anderson and Bryant",Bank Transfer,100000.0,0.0,102422.45,Thursday,2023-07-13 15:38:05
N6X7V5ZW6Z,Michael Sanchez,Send Money,0.0,70.0,2422.45,Wednesday,2023-07-12 19:37:47
Z2UMOBREUV,Mpesa Charges,Mpesa Charges,0.0,6.0,2492.45,Wednesday,2023-07-12 19:33:39
A5Q7LQKFNB,Benjamin Villanueva,Send Money,0.0,270.0,2498.45,Wednesday,2023-07-12 19:33:39
E1T0LTC4FR,Mpesa Charges,Mpesa Charges,0.0,4.0,2768.45,Monday,2023-07-10 19:22:56
W8NWTDBKMR,White-Fowler,Pay Bill,0.0,500.0,2772.45,Monday,2023-07-10 19:22:56
AOBICYJHVD,Mpesa Charges,Mpesa Charges,0.0,4.0,3272.45,Monday,2023-07-10 19:19:31
C1MUQ9V4B0,White-Fowler,Pay Bill,0.0,500.0,3276.45,Monday,2023-07-10 19:19:31
YJETVW3XF2,Shwari Withdraw,Mshwari Withdraw,2012.0,0.0,3776.45,Monday,2023-07-10 19:17:17
8LMA6DQQN1,Michael Sanchez,Send Money,0.0,90.0,1764.45,Monday,2023-07-10 19:15:00
P39Q5TYF11,Mpesa Charges,Mpesa Charges,0.0,6.0,1854.45,Monday,2023-07-10 19:13:43
ID9B41SIIK,Benjamin Villanueva,Send Money,0.0,500.0,1860.45,Monday,2023-07-10 19:13:43
OJYA0BX2OI,Mpesa Charges,Mpesa Charges,0.0,32.0,2360.45,Monday,2023-07-10 19:01:46
539IHGPJI6,Valerie Ayala MD,Send Money,0.0,1980.0,2392.45,Monday,2023-07-10 19:01:46
5PURCO358C,Mpesa Charges,Mpesa Charges,0.0,6.0,4372.45,Sunday,2023-07-09 19:18:11
TAPKTK450V,Benjamin Villanueva,Send Money,0.0,340.0,4378.45,Sunday,2023-07-09 19:18:11
VPOG3Z0YFK,Baker-Franco,Till No,0.0,110.0,4718.45,Sunday,2023-07-09 19:10:44
LOSFDLZ8B9,Lindsey Johnson,Send Money,0.0,40.0,4828.45,Sunday,2023-07-09 19:08:16
C5KTWSWFIJ,Elizabeth Kim,Send Money,0.0,30.0,4868.45,Sunday,2023-07-09 19:04:10
U5012UJCPY,Lewis-Smith,Till No,0.0,65.0,4898.45,Sunday,2023-07-09 11:27:24
3J41AWS1DB,Mpesa Charges,Mpesa Charges,0.0,6.0,4963.45,Saturday,2023-07-08 15:57:46
TH0IZUZKJL,Nichole Brown,Send Money,0.0,200.0,4969.45,Saturday,2023-07-08 15:57:46
2Y5UKEZEPE,Evans-Green,Till No,0.0,900.0,5169.45,Saturday,2023-07-08 15:39:38
WRP71WUL14,Nicolas Orr,Send Money,0.0,60.0,6069.45,Saturday,2023-07-08 14:18:25
T0E2Y25BNH,"Yates, Bryan and Pope",Till No,0.0,40.0,6129.45,Saturday,2023-07-08 12:58:46
2SRTMVJUSE,Mpesa Charges,Mpesa Charges,0.0,9.0,6169.45,Saturday,2023-07-08 10:13:23
LDZQ3Q4S9Q,Hester-Lopez,Pay Bill,0.0,1000.0,6178.45,Saturday,2023-07-08 10:13:23
0EJRZ5R4HQ,Mpesa Charges,Mpesa Charges,0.0,4.0,7178.45,Saturday,2023-07-08 10:06:56
07HOO5NS6X,Mayo-Yates,Pay Bill,0.0,200.0,7182.45,Saturday,2023-07-08 10:06:56
7AI3IBLH80,Mpesa Charges,Mpesa Charges,0.0,6.0,7382.45,Saturday,2023-07-08 10:05:16
G7OJXR8JQE,Katherine Reyes,Send Money,0.0,450.0,7388.45,Saturday,2023-07-08 10:05:16
8D5CI11LHS,Mpesa Charges,Mpesa Charges,0.0,24.0,7838.45,Friday,2023-07-07 23:12:59
5WIZ8R12HV,Williams and Sons,Pay Bill,0.0,3272.0,7862.45,Friday,2023-07-07 23:12:59
BU32ZYVIR2,Mpesa Charges,Mpesa Charges,0.0,6.0,11134.45,Friday,2023-07-07 19:25:10
LB4DSQJ2QX,Michael Sanchez,Send Money,0.0,160.0,11140.45,Friday,2023-07-07 19:25:10
8A9R8ZBR7B,Mpesa Charges,Mpesa Charges,0.0,9.0,11300.45,Friday,2023-07-07 18:43:17
3GQMAGMG5L,Davidson-Figueroa,Pay Bill,0.0,760.0,11309.45,Friday,2023-07-07 18:43:17
3COLPSI72Z,Mpesa Charges,Mpesa Charges,0.0,6.0,12069.45,Thursday,2023-07-06 19:30:52
EA7DGKNV1Z,"Hill, Matthews and Martin",Till No,0.0,300.0,12245.45,Thursday,2023-07-06 15:19:24
BTBKFA9MOS,Mpesa Charges,Mpesa Charges,0.0,6.0,12545.45,Tuesday,2023-07-04 20:17:01
F714TJJWVX,Benjamin Villanueva,Send Money,0.0,210.0,12551.45,Tuesday,2023-07-04 20:17:01
G5QUTHK48W,Mpesa Charges,Mpesa Charges,0.0,80.0,12761.45,Tuesday,2023-07-04 12:07:24
938CWPI2NB,"Caldwell, King and Taylor",Pay Bill,0.0,31100.0,12841.45,Tuesday,2023-07-04 12:07:24
ITNOUCPALD,Shwari Withdraw,Mshwari Withdraw,40000.0,0.0,43941.45,Tuesday,2023-07-04 12:03:37
QRVU447B5W,Mpesa Charges,Mpesa Charges,0.0,105.0,3941.45,Tuesday,2023-07-04 12:00:20
94N00I3VZ0,Reed PLC,Pay Bill,0.0,100000.0,4046.45,Tuesday,2023-07-04 12:00:20
K7SMBRKQJJ,Shwari Withdraw,Mshwari Withdraw,100000.0,0.0,104046.45,Tuesday,2023-07-04 11:59:24
DSBW7XP8DO,Mpesa Charges,Mpesa Charges,0.0,105.0,4046.45,Tuesday,2023-07-04 11:43:43
OQJNYBBXAP,Michael Suarez,Send Money,0.0,30000.0,4151.45,Tuesday,2023-07-04 11:43:43
ADAYJ63A8X,Derrick Fischer,Send Money,0.0,30000.0,4151.45,Tuesday,2023-07-04 11:43:43
31AM48LXOX,Shwari Withdraw,Mshwari Withdraw,30000.0,0.0,34151.45,Tuesday,2023-07-04 11:43:09
TJOKE3E7B1,Shwari Lock Activate and Save from Savings,Other,0.0,0.0,4151.45,Tuesday,2023-07-04 11:42:00
864RRPT7YC,Mpesa Charges,Mpesa Charges,0.0,6.0,4151.45,Tuesday,2023-07-04 07:31:58
QXSL3EUT9D,Robyn Lopez,Send Money,0.0,500.0,4157.45,Tuesday,2023-07-04 07:31:58
D8AJSJRIDM,Michael Sanchez,Send Money,0.0,95.0,4657.45,Monday,2023-07-03 20:35:44
2KDP6X66UF,Benjamin Villanueva,Send Money,0.0,60.0,4752.45,Monday,2023-07-03 20:33:49
L111AI5EA2,Mpesa Charges,Mpesa Charges,0.0,4.0,4812.45,Monday,2023-07-03 14:45:49
XO4FSDNZBB,White-Fowler,Pay Bill,0.0,500.0,4816.45,Monday,2023-07-03 14:45:49
ZA1NUMI3XT,Walker Inc,Till No,0.0,90.0,5316.45,Monday,2023-07-03 14:33:55
1KH53Z7VNT,Tiffany Walker,Send Money,0.0,50.0,5406.45,Monday,2023-07-03 11:46:17
TI0IYQ9J0C,Airtime Purchase,Airtime Purchase,0.0,500.0,5456.45,Monday,2023-07-03 09:14:35
K1XWFLKGVA,Mpesa Charges,Mpesa Charges,0.0,12.0,5956.45,Monday,2023-07-03 08:36:19
Y0GDW7U7WH,Kimberly Jenkins,Send Money,0.0,520.0,5968.45,Monday,2023-07-03 08:36:19
3MWR8I50AR,"Carlson, Smith and Thomas",Till No,0.0,285.0,6488.45,Monday,2023-07-03 07:57:20
BY1BYQ207N,Mpesa Charges,Mpesa Charges,0.0,6.0,6773.45,Monday,2023-07-03 07:30:40
CGNS2U85L0,Mark Patterson,Send Money,0.0,160.0,6779.45,Monday,2023-07-03 07:30:40
SIPY10RKW1,Mpesa Charges,Mpesa Charges,0.0,12.0,6939.45,Saturday,2023-07-01 21:52:58
O6BEWK3TG9,Brittany Rodriguez,Send Money,0.0,890.0,6951.45,Saturday,2023-07-01 21:52:58
6BFYPSA8F9,"Keith, Phillips and Singleton",Pay Bill,0.0,4100.0,7841.45,Saturday,2023-07-01 12:00:05
P6BV6WM2OS,Shwari Withdraw,Mshwari Withdraw,10000.0,0.0,11941.45,Saturday,2023-07-01 11:59:21
RQEXBV5JHM,Stephanie Briggs,Send Money,0.0,100.0,1941.45,Saturday,2023-07-01 11:47:30
IU53L61FHW,Michael Sanchez,Send Money,0.0,50.0,2041.45,Saturday,2023-07-01 11:29:39
70XCVF2OR9,"Barajas, Cox and Reid",Pay Bill,0.0,100.0,2091.45,Saturday,2023-07-01 08:09:07
1VAAFR1X8M,"Aguirre, Gray and Gonzalez",Till No,0.0,300.0,2191.45,Friday,2023-06-30 19:05:46
EV71H5XV2N,Mpesa Charges,Mpesa Charges,0.0,24.0,2491.45,Friday,2023-06-30 18:53:35
CPNRUGBKFJ,Yates-Dunn,Pay Bill,0.0,2900.0,2515.45,Friday,2023-06-30 18:53:35
E7A06CRMRT,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,5415.45,Friday,2023-06-30 18:52:22
G0SP7163H2,Airtime Purchase,Airtime Purchase,0.0,50.0,415.45,Friday,2023-06-30 15:21:55
1YWOVMWKED,Mpesa Charges,Mpesa Charges,0.0,19.0,465.45,Friday,2023-06-30 10:03:54
H4ULLCAODX,"Pearson, Edwards and Mcdowell",Pay Bill,0.0,2030.0,484.45,Friday,2023-06-30 10:03:54
002BAJJ1D2,Mpesa Charges,Mpesa Charges,0.0,24.0,2514.45,Friday,2023-06-30 10:01:52
WFEHY3ZZUR,"Pearson, Edwards and Mcdowell",Pay Bill,0.0,2900.0,2538.45,Friday,2023-06-30 10:01:52
C5ABE0UP7C,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,5438.45,Friday,2023-06-30 09:55:01
CPQ27BNI0C,Mpesa Charges,Mpesa Charges,0.0,32.0,438.45,Thursday,2023-06-29 17:38:02
ZG9EPJT4GK,Kimberly White,Send Money,0.0,1630.0,470.45,Thursday,2023-06-29 17:38:02
UPLABUHZHZ,"Stanley, Potter and Morales",Till No,0.0,260.0,2100.45,Thursday,2023-06-29 16:21:15
1ZPI3EZDGL,"Jones, Martinez and Mendez",Bank Transfer,500.0,0.0,2360.45,Thursday,2023-06-29 14:17:13
WU90NKBUMG,"Welch, Singleton and Callahan",Till No,0.0,370.0,1860.45,Thursday,2023-06-29 13:55:20
VXNTHESFOT,Mpesa Charges,Mpesa Charges,0.0,32.0,2230.45,Thursday,2023-06-29 12:50:19
IS0BVZC7ZK,Cheryl Reilly,Send Money,0.0,1530.0,2262.45,Thursday,2023-06-29 12:50:19
6F66SMFERY,Jacob Riddle,Send Money,0.0,100.0,3792.45,Wednesday,2023-06-28 16:19:14
XVNV40RLNT,Evans-Green,Till No,0.0,650.0,3892.45,Wednesday,2023-06-28 15:55:21
1YY8L1679S,Mpesa Charges,Mpesa Charges,0.0,14.0,4542.45,Wednesday,2023-06-28 11:56:28
T9MLPC1ZV5,Reid LLC,Pay Bill,0.0,1500.0,4556.45,Wednesday,2023-06-28 11:56:28
UZJDK4VU7U,Mpesa Charges,Mpesa Charges,0.0,4.0,6056.45,Wednesday,2023-06-28 10:46:30
BHG3C022MM,Mayo-Yates,Pay Bill,0.0,300.0,6060.45,Wednesday,2023-06-28 10:46:30
56KDCIIWIZ,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,6360.45,Wednesday,2023-06-28 10:38:05
NGA7LL5ZTR,Mpesa Charges,Mpesa Charges,0.0,6.0,1360.45,Wednesday,2023-06-28 10:34:39
0WAM1WGZTY,Shari Mcpherson,Send Money,0.0,270.0,1366.45,Wednesday,2023-06-28 10:34:39
KYDT997JEV,Mpesa Charges,Mpesa Charges,0.0,4.0,1636.45,Tuesday,2023-06-27 20:52:25
RZUS9GJ6M2,Ward-Peterson,Pay Bill,0.0,250.0,1640.45,Tuesday,2023-06-27 20:52:25
Y0K1XL2IL0,Mpesa Charges,Mpesa Charges,0.0,22.0,1890.45,Tuesday,2023-06-27 19:49:38
A5TRAWCF8L,Jeremy Munoz,Send Money,0.0,1250.0,1912.45,Tuesday,2023-06-27 19:49:38
0YNQOQPAQD,Shwari Withdraw,Mshwari Withdraw,2000.0,0.0,3162.45,Tuesday,2023-06-27 19:48:30
FK3DI0GG6P,Mpesa Charges,Mpesa Charges,0.0,4.0,1162.45,Tuesday,2023-06-27 19:25:02
4PWUXMWXUT,White-Fowler,Pay Bill,0.0,500.0,1166.45,Tuesday,2023-06-27 19:25:02
FYV9TDD7E2,"Johnson, Craig and Garcia",Till No,0.0,65.0,1666.45,Tuesday,2023-06-27 18:57:10
VRMTR4Y9O0,Michael Sanchez,Send Money,0.0,60.0,1731.45,Tuesday,2023-06-27 18:55:54
SVRQ02KIIB,Mpesa Charges,Mpesa Charges,0.0,105.0,1791.45,Tuesday,2023-06-27 18:21:43
LZU3X9JZS3,Gordon and Sons,Pay Bill,0.0,85500.0,1896.45,Tuesday,2023-06-27 18:21:43
VUCWGK5J2J,Mpesa Charges,Mpesa Charges,0.0,28.0,87396.45,Tuesday,2023-06-27 16:56:23
39LH0UK1WH,"Copeland, Potter and Snyder",Cash Withdrawal,0.0,1000.0,87424.45,Tuesday,2023-06-27 16:56:23
1AJTKEP3EV,Shwari Deposit,Mshwari Deposit,0.0,50000.0,88424.45,Tuesday,2023-06-27 16:10:57
NJRDJG0WL7,Shwari Deposit,Mshwari Deposit,0.0,150000.0,138424.45,Tuesday,2023-06-27 16:10:36
MOXLIH2PN8,Amanda Norton,Send Money,0.0,100.0,288424.45,Tuesday,2023-06-27 16:06:36
C6OY11ARQE,Mpesa Charges,Mpesa Charges,0.0,32.0,288524.45,Monday,2023-06-26 15:04:19
EV0N9ZTKX9,Joseph Perez,Send Money,0.0,2300.0,288556.45,Monday,2023-06-26 15:04:19
2WFOOKH3D5,Dorothy Price,Send Money,0.0,2300.0,288556.45,Monday,2023-06-26 15:04:19
T5UY1SPX7E,"Hill, Matthews and Martin",Till No,0.0,300.0,290856.45,Monday,2023-06-26 10:15:35
IBDU19MFDN,Mpesa Charges,Mpesa Charges,0.0,12.0,291156.45,Sunday,2023-06-25 19:51:12
6DK3RGV9NP,William Smith,Send Money,0.0,570.0,291168.45,Sunday,2023-06-25 19:51:12
F5IPZTACNC,"Carlson, Smith and Thomas",Till No,0.0,1308.0,291738.45,Sunday,2023-06-25 19:13:08
V6OEPEU8XM,Logan Group,Bank Transfer,85000.0,0.0,293046.45,Sunday,2023-06-25 17:16:35
MBWFQ68QHS,Herrera and Sons,Bank Transfer,100000.0,0.0,208046.45,Sunday,2023-06-25 17:15:14
3J64U6TMH3,Peterson Ltd,Bank Transfer,100000.0,0.0,108046.45,Sunday,2023-06-25 17:14:07
0ASVO1SDCD,Mpesa Charges,Mpesa Charges,0.0,9.0,8046.45,Sunday,2023-06-25 11:07:57
V04QYA3XVC,"Garcia, White and Bradley",Pay Bill,0.0,928.0,8055.45,Sunday,2023-06-25 11:07:57
N5MPA61ESB,"Contreras, Torres and Nguyen",Till No,0.0,1660.0,8983.45,Sunday,2023-06-25 09:12:12
AYTPWOQ1ZU,Shwari Withdraw,Mshwari Withdraw,10000.0,0.0,10643.45,Sunday,2023-06-25 08:54:38
LZGMBB2Z6N,Nathan Stephens,Send Money,0.0,60.0,643.45,Sunday,2023-06-25 07:52:32
YBNI4IY831,Mpesa Charges,Mpesa Charges,0.0,6.0,703.45,Saturday,2023-06-24 20:44:49
H90ARCJ10C,Michael Sanchez,Send Money,0.0,200.0,709.45,Saturday,2023-06-24 20:44:49
DKTA8CYW10,Mpesa Charges,Mpesa Charges,0.0,75.0,909.45,Saturday,2023-06-24 15:57:30
PYM07SASKM,Michael Suarez,Send Money,0.0,5250.0,984.45,Saturday,2023-06-24 15:57:30
KDY4NK3G19,Derrick Fischer,Send Money,0.0,5250.0,984.45,Saturday,2023-06-24 15:57:30
MAU2U0WD44,Shwari Withdraw,Mshwari Withdraw,5250.0,0.0,6234.45,Saturday,2023-06-24 15:56:46
L1Q8Q76UPK,Other,Other,0.0,1000.0,984.45,Saturday,2023-06-24 14:40:29
EIX5P4FV49,Mpesa Charges,Mpesa Charges,0.0,55.0,1984.45,Saturday,2023-06-24 14:02:14
LYU70W1YQJ,Joseph Perez,Send Money,0.0,5000.0,2039.45,Saturday,2023-06-24 14:02:14
TMBEFO0NEV,Dorothy Price,Send Money,0.0,5000.0,2039.45,Saturday,2023-06-24 14:02:14
NVR06CCLD0,Susan Scott,Send Money,0.0,100.0,7039.45,Friday,2023-06-23 22:18:16
J6KJWBWY9F,"Gomez, Rice and Simpson",Till No,0.0,2034.0,7139.45,Friday,2023-06-23 22:13:34
25DOKV1L0E,"Taylor, Williams and Lara",Till No,0.0,480.0,9173.45,Friday,2023-06-23 22:08:52
DPLU8U4CY4,Jones LLC,Till No,0.0,400.0,9653.45,Friday,2023-06-23 20:50:30
OQBQ32U0JA,Nichols LLC,Till No,0.0,2500.0,10053.45,Friday,2023-06-23 18:32:19
JIQPVPIU9Y,Mpesa Charges,Mpesa Charges,0.0,6.0,12553.45,Friday,2023-06-23 18:25:45
ZQ55PQTOIY,Chad Taylor,Send Money,0.0,260.0,12559.45,Friday,2023-06-23 18:25:45
SLY1CD08QU,Mpesa Charges,Mpesa Charges,0.0,12.0,12819.45,Friday,2023-06-23 17:23:19
7E9IM637GD,Sophia Butler,Send Money,0.0,960.0,12831.45,Friday,2023-06-23 17:23:19
CWK481TUC0,Shwari Withdraw,Mshwari Withdraw,3262.0,0.0,13791.45,Friday,2023-06-23 17:15:00
TZ1S5I2NLL,Newton-Brown,Bank Transfer,10000.0,0.0,10529.45,Friday,2023-06-23 17:13:26
WKP48M4K5W,Airtime Purchase,Airtime Purchase,0.0,50.0,529.45,Friday,2023-06-23 16:30:24
OY12RE4L9U,Mpesa Charges,Mpesa Charges,0.0,12.0,579.45,Friday,2023-06-23 15:09:59
5AXUZGIXJ9,Valerie Jones,Send Money,0.0,830.0,591.45,Friday,2023-06-23 15:09:59
L07KB3KPV3,Mpesa Charges,Mpesa Charges,0.0,4.0,1421.45,Friday,2023-06-23 14:07:00
E8BL4UYTW5,White-Fowler,Pay Bill,0.0,500.0,1425.45,Friday,2023-06-23 14:07:00
95U2245Z7L,Mpesa Charges,Mpesa Charges,0.0,87.0,1925.45,Friday,2023-06-23 09:14:50
OS3H51HTGI,Michael Suarez,Send Money,0.0,10000.0,2012.45,Friday,2023-06-23 09:14:50
8EL7J406V9,Derrick Fischer,Send Money,0.0,10000.0,2012.45,Friday,2023-06-23 09:14:50
GRNS5QKBLC,Shwari Withdraw,Mshwari Withdraw,10000.0,0.0,12012.45,Friday,2023-06-23 09:14:16
65VGQTSLS3,Mpesa Charges,Mpesa Charges,0.0,32.0,2012.45,Thursday,2023-06-22 19:57:58
2YVSQMVSTB,Brian Nguyen,Send Money,0.0,1520.0,2044.45,Thursday,2023-06-22 19:57:58
5LOHB2XEXO,Mpesa Charges,Mpesa Charges,0.0,51.0,3564.45,Thursday,2023-06-22 15:02:46
KRW4ERUX7W,Chad Hopkins,Send Money,0.0,2805.0,3615.45,Thursday,2023-06-22 15:02:46
2VAGG4D0G6,Mpesa Charges,Mpesa Charges,0.0,6.0,6420.45,Thursday,2023-06-22 14:37:11
BZG7HC5PF7,William Pena,Send Money,0.0,400.0,6426.45,Thursday,2023-06-22 14:37:11
YLVP4EYMYZ,Jesse Gardner,Send Money,0.0,100.0,6826.45,Wednesday,2023-06-21 19:46:16
NVXU1SP9CB,"Krueger, Woods and Campbell",Pay Bill,0.0,60.0,6926.45,Wednesday,2023-06-21 19:39:07
NLCHHNFLXE,Mpesa Charges,Mpesa Charges,0.0,32.0,6986.45,Wednesday,2023-06-21 18:31:41
P5F9W0UH8A,Jesse Gardner,Send Money,0.0,1600.0,7018.45,Wednesday,2023-06-21 18:31:41
1KD4I8L5XC,Stacey Fletcher,Receive Money,3000.0,0.0,8618.45,Wednesday,2023-06-21 18:17:10
VHETJ2UVM4,Mpesa Charges,Mpesa Charges,0.0,4.0,5618.45,Wednesday,2023-06-21 17:46:41
4HJEM77VG8,Rowland Ltd,Pay Bill,0.0,300.0,5622.45,Wednesday,2023-06-21 17:46:41
3WIAUTKZR5,Mpesa Charges,Mpesa Charges,0.0,22.0,5922.45,Wednesday,2023-06-21 16:00:38
QE67ND8GYH,Sarah Barrett,Send Money,0.0,1410.0,5944.45,Wednesday,2023-06-21 16:00:38
NA5JERLXI8,Annette Hines,Send Money,0.0,50.0,7354.45,Wednesday,2023-06-21 12:14:31
11O94HS7JP,"Gomez, Rice and Simpson",Till No,0.0,1093.0,7404.45,Wednesday,2023-06-21 12:07:15
FE4D7BGYK1,Mpesa Charges,Mpesa Charges,0.0,6.0,8497.45,Wednesday,2023-06-21 11:58:58
VDRP9I2SGB,Gary Mclaughlin,Send Money,0.0,220.0,8503.45,Wednesday,2023-06-21 11:58:58
J2SPE534O8,"Barajas, Cox and Reid",Pay Bill,0.0,100.0,8723.45,Wednesday,2023-06-21 09:25:14
L7KZDFL4YN,Mpesa Charges,Mpesa Charges,0.0,6.0,8823.45,Tuesday,2023-06-20 21:13:56
ST4W8P2W55,Benjamin Villanueva,Send Money,0.0,120.0,8829.45,Tuesday,2023-06-20 21:13:56
TIYWYHJCVU,Mpesa Charges,Mpesa Charges,0.0,32.0,8949.45,Tuesday,2023-06-20 21:10:30
X0QF9ZNFOT,Rebecca Jones,Send Money,0.0,1600.0,8981.45,Tuesday,2023-06-20 21:10:30
IU6TWEPIPG,Moore and Sons,Bank Transfer,10000.0,0.0,10581.45,Tuesday,2023-06-20 20:51:25
BUD458J61L,Mpesa Charges,Mpesa Charges,0.0,6.0,581.45,Tuesday,2023-06-20 09:26:42
J3DAN5Y0R2,Sarah Lee,Send Money,0.0,500.0,587.45,Tuesday,2023-06-20 09:26:42
